company_name,company_industry,employee_count_range,city,platform
Quisitive,IT Services and IT Consulting,501-1000,Irving,jobvite
Duncan Aviation,Aviation and Aerospace Component Manufacturing,1001-5000,Lincoln,jobvite
Century Complete,Real Estate,1001-5000,Norcross,jobvite
Evolus,Wellness and Fitness Services,201-500,Newport Beach,jobvite
PAC Worldwide,Packaging and Containers Manufacturing,501-1000,Redmond,jobvite
MetaPhase Consulting,Business Consulting and Services,201-500,Reston,jobvite
CJ Logistics,"Transportation, Logistics, Supply Chain and Storage","5001-10,000",Des Plaines,jobvite
BKF Engineers,Civil Engineering,501-1000,Oakland,jobvite
Revolution Foods,Food and Beverage Services,1001-5000,Los Angeles,jobvite
Delta Constructors,Construction,201-500,Anchorage,jobvite
Common Ground,Mental Health Care,201-500,Bingham Farms,jobvite
Workit Health,Mental Health Care,201-500,Ann Arbor,jobvite
Valor Christian High School,Primary and Secondary Education,201-500,Highlands Ranch,jobvite
NBBJ,Architecture and Planning,501-1000,Seattle,jobvite
"TCG, Inc.",IT Services and IT Consulting,201-500,Washington,jobvite
Harmonic,Telecommunications,1001-5000,San Jose,jobvite
Partners In Health,Hospitals and Health Care,1001-5000,Boston,jobvite
Catalyze,Renewable Energy Semiconductor Manufacturing,51-200,Houston,jobvite
General Parts Group,Facilities Services,201-500,Bloomington,jobvite
Manhattan Strategy Group,Business Consulting and Services,51-200,Bethesda,jobvite
New Pig Corporation,Manufacturing,201-500,Tipton,jobvite
Regal Wine Company,Beverage Manufacturing,201-500,Santa Rosa,jobvite
Spiceworks,Software Development,201-500,Austin,jobvite
Consumers Credit Union,Banking,201-500,Lake Forest,jobvite
Devo,Computer and Network Security,501-1000,Boston,jobvite
Prospect Schools,Primary and Secondary Education,51-200,Brooklyn,jobvite
Central Texas Veterinary Specialty & Emergency,Veterinary Services,51-200,Austin,jobvite
NOVA Parks,Recreational Facilities,51-200,Fairfax Station,jobvite
OMNIVISION,Semiconductor Manufacturing,1001-5000,Santa Clara,jobvite
Enchanted Rock,Renewable Energy Semiconductor Manufacturing,201-500,Houston,jobvite
"Century Communities, Inc. (NYSE:CCS)",Real Estate,,Greenwood Village,jobvite
Wedgewood,Retail Pharmacies,1001-5000,Swedesboro,jobvite
2B Residential,Real Estate,51-200,Saint Louis,jobvite
Flexware Innovation,IT Services and IT Consulting,201-500,Fishers,jobvite
Weisiger Group,Machinery Manufacturing,1001-5000,Charlotte,jobvite
"Sumitomo Electric Carbide, Inc.",Machinery Manufacturing,201-500,Mount Prospect,jobvite
Michigan CAT,Construction,501-1000,Novi,jobvite
KORE,Telecommunications,1001-5000,Atlanta,jobvite
Weld North Education (now Imagine Learning),E-Learning Providers,51-200,Scottsdale,jobvite
RMD Group,Hospitality,201-500,San Diego,jobvite
Pinnacle HealthCare Environmental Services,Hospitals and Health Care,1-10,Bellmawr,jobvite
Samtec Inc,"Appliances, Electrical, and Electronics Manufacturing",1001-5000,New Albany,jobvite
Absolute Security,Computer and Network Security,1001-5000,Seattle,jobvite
Advance Business Systems,Retail Office Equipment,201-500,Cockeysville,jobvite
Intrepid Potash,Mining,501-1000,Denver,jobvite
FASHIONPHILE,Retail Luxury Goods and Jewelry,201-500,Carlsbad,jobvite
Petaluma Health Center,Hospitals and Health Care,501-1000,Petaluma,jobvite
Rodan + Fields,Manufacturing,"10,000+",San Francisco,jobvite
"nLIGHT, Inc.","Appliances, Electrical, and Electronics Manufacturing",201-500,Camas,jobvite
RTN,Broadcast Media Production and Distribution,201-500,Chapel Hill,jobvite
Sourcepoint,Food and Beverage Services,51-200,New York,jobvite
All Weather Insulated Panels,Wholesale Building Materials,51-200,Vacaville,jobvite
Andover Animal Hospital,Hospitals and Health Care,"5001-10,000",Andover Township,jobvite
BrightView Golf Maintenance,Construction,1001-5000,Blue Bell,jobvite
GO Mortgage,Financial Services,201-500,Columbus,jobvite
University Medical Partners,Hospitals and Health Care,51-200,Oakland,jobvite
O'Reilly,E-Learning Providers,1001-5000,Sebastopol,jobvite
SS8 Networks,Security and Investigations,,Milpitas,jobvite
Step Forward,Non-profit Organizations,201-500,Cleveland,jobvite
Behavior Frontiers,Individual and Family Services,1001-5000,El Segundo,jobvite
iboss,Computer and Network Security,201-500,Boston,jobvite
"Computer Generated Solutions, Inc.",IT Services and IT Consulting,"5001-10,000",New York,jobvite
Panasonic Corporation of North America,Manufacturing,"10,000+",Newark,jobvite
Synergy BIS,IT Services and IT Consulting,1001-5000,Reston,jobvite
The Iowa Clinic,Hospitals and Health Care,501-1000,West Des Moines,jobvite
The Wills Group,Consumer Services,501-1000,La Plata,jobvite
Eikon Therapeutics,Biotechnology Research,201-500,Hayward,jobvite
Buckman,Chemical Manufacturing,1001-5000,Memphis,jobvite
NetDocuments,Software Development,201-500,Lehi,jobvite
Riva Solutions Inc,IT Services and IT Consulting,201-500,McLean,jobvite
Caminar,Hospitals and Health Care,201-500,San Mateo,jobvite
Trianz,"Technology, Information and Internet",1001-5000,Santa Clara,jobvite
ConcertAI,Biotechnology Research,501-1000,Cambridge,jobvite
RetailMeNot,Online Audio and Video Media,501-1000,Austin,jobvite
Making Waves Academy,Primary and Secondary Education,51-200,Richmond,jobvite
National Indoor RV Centers,Retail,201-500,Lewisville,jobvite
Versa Networks,Software Development,501-1000,Santa Clara,jobvite
Impinj,IT Services and IT Consulting,201-500,Seattle,jobvite
TRG,Advertising Services,501-1000,Dallas,jobvite
Lincoln Industries,Motor Vehicle Manufacturing,501-1000,Lincoln,jobvite
Mini-Circuits,"Appliances, Electrical, and Electronics Manufacturing",501-1000,Brooklyn,jobvite
Kantata,Software Development,501-1000,Irvine,jobvite
Citeline,Information Services,201-500,New York,jobvite
"Autocar, LLC",Motor Vehicle Manufacturing,501-1000,Birmingham,jobvite
VT Industries Inc.,Manufacturing,1001-5000,Holstein,jobvite
CSCI Consulting,IT Services and IT Consulting,201-500,Indianapolis,jobvite
Avantiico,IT Services and IT Consulting,51-200,San Diego,jobvite
Heaton Eye Associates,Medical Practices,51-200,Tyler,jobvite
InVue,Security Systems Services,201-500,Charlotte,jobvite
Liferay,Software Development,1001-5000,Diamond Bar,jobvite
Sermo,Software Development,501-1000,New York,jobvite
Azul Systems,IT Services and IT Consulting,51-200,Reading,jobvite
Allegheny Science & Technology,Business Consulting and Services,201-500,Bridgeport,jobvite
The Motley Fool,Financial Services,501-1000,Alexandria,jobvite
Castle Metals,Mining,501-1000,Oak Brook,jobvite
RUN Studios,Media Production,51-200,Seattle,jobvite
Broadvoice,Telecommunications,51-200,Northridge,jobvite
Clearview Federal Credit Union,Financial Services,201-500,Moon,jobvite
Geneo,Medical Equipment Manufacturing,51-200,Newport Beach,jobvite
Western Growers,Non-profit Organizations,201-500,Irvine,jobvite
Whereoware,IT Services and IT Consulting,51-200,McLean,jobvite
Insight Housing,Non-profit Organizations,51-200,Berkeley,jobvite
GS1 US,Non-profit Organizations,201-500,Ewing,jobvite
WD Partners,Design Services,501-1000,Columbus,jobvite
Hult International Business School,Higher Education,"5001-10,000",Cambridge,jobvite
O'Reilly Media,Broadcast Media Production and Distribution,1001-5000,Sebastopol,jobvite
Pierce Washington,IT Services and IT Consulting,51-200,Mill Valley,jobvite
MARELLI,Manufacturing,1001-5000,Indianapolis,jobvite
Chartis,Business Consulting and Services,1001-5000,Chicago,jobvite
Hudson Pacific Properties,Leasing Non-residential Real Estate,201-500,Los Angeles,jobvite
Special Aerospace Services,"Transportation, Logistics, Supply Chain and Storage",51-200,Boulder,jobvite
Premier Trailer Leasing,Truck Transportation,201-500,Plano,jobvite
Concordia Group,Construction,51-200,Carol Stream,jobvite
JAC Products,Motor Vehicle Manufacturing,1001-5000,Pontiac,jobvite
Empyrean,Human Resources Services,501-1000,Houston,jobvite
AArete,Business Consulting and Services,201-500,Chicago,jobvite
"KAI Partners, Inc.",IT Services and IT Consulting,51-200,Roseville,jobvite
Natixis Investment Managers,Financial Services,"10,000+",Boston,jobvite
Spectrum Science,Advertising Services,201-500,Washington,jobvite
XL Construction,Construction,501-1000,Milpitas,jobvite
DOT Security,Computer and Network Security,11-50,Lake Forest,jobvite
INRIX,IT Services and IT Consulting,201-500,Kirkland,jobvite
"Triage Partners, LLC",Telecommunications,51-200,Tampa,jobvite
IPSY,Consumer Services,501-1000,Santa Monica,jobvite
Relatient,Hospitals and Health Care,201-500,Atlanta,jobvite
Sellen Construction,Construction,501-1000,Seattle,jobvite
Aryaka,Software Development,201-500,Santa Clara,jobvite
Bravium Consulting Inc.,IT Services and IT Consulting,51-200,Rockville,jobvite
MidwayUSA,Retail,501-1000,Columbia,jobvite
JConnelly,Public Relations and Communications Services,51-200,New York,jobvite
East El Paso Animal Hospital,Hospitals and Health Care,11-50,El Paso,jobvite
Tribalco,Engineering Services,51-200,Bethesda,jobvite
Ventus Solutions (VES),Business Consulting and Services,51-200,Fairfax,jobvite
GVW Group,Motor Vehicle Manufacturing,51-200,Miami,jobvite
IOActive,IT Services and IT Consulting,51-200,Seattle,jobvite
OneLocal Bank,Banking,51-200,Norwood,jobvite
Ascent Resources,Oil and Gas,51-200,Oklahoma City,jobvite
Children's Health Council,Mental Health Care,201-500,Palo Alto,jobvite
Bulletproof 360,Retail,51-200,Seattle,jobvite
Garden Grove Dog & Cat Hospital,Research Services,11-50,Garden Grove,jobvite
Suffolk University,Higher Education,1001-5000,Boston,jobvite
JR Automation,Automation Machinery Manufacturing,1001-5000,Holland,jobvite
Nashville General Hospital at Meharry,Hospitals and Health Care,501-1000,Nashville,jobvite
Backcountry,Retail,1001-5000,Park City,jobvite
Upland Software,Software Development,1001-5000,Austin,jobvite
Wireless Vision,Telecommunications,1001-5000,Bloomfield Hills,jobvite
"Layton Construction Company, LLC",Retail Office Equipment,1-10,Tempe,jobvite
HBF,Office Furniture and Fixtures Manufacturing,1001-5000,Hickory,jobvite
Hill & Knowlton,Public Relations and Communications Services,1001-5000,New York,jobvite
Rightpoint,IT Services and IT Consulting,501-1000,Chicago,jobvite
Everyday Health Group,Internet Publishing,501-1000,New York,jobvite
Elite Insurance Partners,Insurance,51-200,Tampa,jobvite
Catholic Diocese of Arlington,Religious Institutions,1001-5000,Arlington,jobvite
ON24,Software Development,501-1000,San Francisco,jobvite
eMoney Advisor,Financial Services,501-1000,Radnor,jobvite
Big Ass Fans,Industrial Machinery Manufacturing,501-1000,Lexington,jobvite
"EIS, Inc.",Security and Investigations,501-1000,Methuen,jobvite
Mori Associates,IT Services and IT Consulting,201-500,Rockville,jobvite
Yeo & Yeo,Accounting,201-500,Saginaw,jobvite
CSM Group,Construction,51-200,Kalamazoo,jobvite
OPEXUS,Software Development,201-500,Washington,jobvite
Valor Collegiate Academies,Primary and Secondary Education,51-200,Nashville,jobvite
Colorado Christian University,Higher Education,501-1000,Lakewood,jobvite
Wilsonart,Wholesale Building Materials,1001-5000,Temple,jobvite
Uplight,Software Development,501-1000,Boulder,jobvite
Washington Hospital Healthcare System,Hospitals and Health Care,,Fremont,jobvite
Consensus Cloud Solutions,IT Services and IT Consulting,201-500,Los Angeles,jobvite
BraunAbility,Motor Vehicle Manufacturing,"5001-10,000",Carmel,jobvite
Adorama,Photography,201-500,New York,jobvite
GSI,Business Consulting and Services,1001-5000,Tampa,jobvite
Elliott Aviation,Airlines and Aviation,201-500,Milan,jobvite
"Burroughs, Inc.",IT Services and IT Consulting,501-1000,Elmhurst,jobvite
Open Lending,Financial Services,51-200,Austin,jobvite
"Patel, Greene & Associates, LLC",Architecture and Planning,51-200,Tampa,jobvite
College of the Holy Cross,Higher Education,1001-5000,Worcester,jobvite
Liquid Web,"Technology, Information and Internet",201-500,Lansing,jobvite
Reliant at Home,Hospitals and Health Care,501-1000,Plano,jobvite
R.T. Moore,Industrial Machinery Manufacturing,501-1000,Indianapolis,jobvite
Ocean State Veterinary Specialists,Hospitals and Health Care,51-200,East Greenwich,jobvite
ProbablyMonsters,Entertainment Providers,201-500,Bellevue,jobvite
First Business Bank,Financial Services,201-500,Madison,jobvite
Keystone Powdered Metal Company,Manufacturing,501-1000,Saint Marys,jobvite
Health Care Resource Centers,Hospitals and Health Care,201-500,Peabody,jobvite
FlexTG,IT Services and IT Consulting,501-1000,Mesa,jobvite
Hoar Construction,Construction,501-1000,Birmingham,jobvite
MN Custom Homes,Residential Building Construction,51-200,Bellevue,jobvite
Little Leaves Behavioral Services,Hospitals and Health Care,201-500,Silver Spring,jobvite
Old Republic Risk Management,Insurance,"5001-10,000",Brookfield,jobvite
Cosette Pharmaceuticals,Pharmaceutical Manufacturing,51-200,South Plainfield,jobvite
Setpoint,Software Development,51-200,Austin,jobvite
The Institutes,Education,201-500,Malvern,jobvite
Nashville General Hospital,Hospitals and Health Care,501-1000,Nashville,jobvite
Flotech,Retail,51-200,Jacksonville,jobvite
StellarWP,Software Development,51-200,Lansing,jobvite
"Ajax Building Company, LLC",Hospitals and Health Care,201-500,Midway,jobvite
"ActioNet, Inc.",IT Services and IT Consulting,501-1000,Vienna,jobvite
Circle Graphics,Manufacturing,201-500,Longmont,jobvite
Cityscape Schools,Primary and Secondary Education,11-50,Dallas,jobvite
Ziff Davis Shopping,Online Audio and Video Media,51-200,New York,jobvite
EquiLend,Financial Services,201-500,New York,jobvite
Spinnaker Support,IT Services and IT Consulting,201-500,Greenwood Village,jobvite
Sequoia Living,Hospitals and Health Care,501-1000,San Francisco,jobvite
Inari Medical,Medical Equipment Manufacturing,1001-5000,Irvine,jobvite
Act-On Software,Software Development,201-500,Portland,jobvite
Kingland Systems,IT Services and IT Consulting,201-500,Clear Lake,jobvite
InBrace,Medical Equipment Manufacturing,201-500,Irvine,jobvite
GreenDrop,Civic and Social Organizations,501-1000,Bensalem,jobvite
Garrett Mechanical,HVAC and Refrigeration Equipment Manufacturing,11-50,Marietta,jobvite
Amerigo Education,Education Administration Programs,51-200,Chicago,jobvite
Global Indemnity Group,Insurance Carriers,201-500,Bala Cynwyd,jobvite
NMB Technologies Corporation,"Appliances, Electrical, and Electronics Manufacturing",1001-5000,Novi,jobvite
NRC Health,Hospitals and Health Care,501-1000,Lincoln,jobvite
Castle Contracting,Construction,51-200,St. Louis,jobvite
Clay Electric Cooperative,Utilities,201-500,Keystone Heights,jobvite
Groups360,Hospitality,51-200,Brentwood,jobvite
Symetri USA,Software Development,201-500,Nashua,jobvite
Symetri,IT Services and IT Consulting,51-200,,jobvite
Center for Elders' Independence,Hospitals and Health Care,201-500,Oakland,jobvite
XY Planning Network,Accounting,51-200,Bozeman,jobvite
SiMa.ai,Software Development,51-200,San Jose,jobvite
MOM's Organic Market,Retail,1001-5000,Rockville,jobvite
"3Degrees Group, Inc.",Environmental Services,201-500,San Francisco,jobvite
SkyWatch,Software Development,11-50,Palo Alto,jobvite
Inspire Home Loans,Financial Services,51-200,Newport Beach,jobvite
Onset Technologies LLC,Business Consulting and Services,11-50,Houston,jobvite
"Mitsubishi Motors North America, Inc.",Retail Motor Vehicles,501-1000,Franklin,jobvite
iTech AG,IT Services and IT Consulting,51-200,Arlington,jobvite
Elire,IT Services and IT Consulting,51-200,Minneapolis,jobvite
Lakeside Hotel & Casino,Gambling Facilities and Casinos,,Osceola,jobvite
Sail Internet,"Technology, Information and Internet",51-200,Palo Alto,jobvite
Integrated Project Management Company,Business Consulting and Services,201-500,Burr Ridge,jobvite
EF Go Ahead Tours,Travel Arrangements,"5001-10,000",Cambridge,jobvite
Absolute Dental,Dentists,501-1000,Las Vegas,jobvite
Triton Digital,Software Development,201-500,New York,jobvite
Agilysys,Software Development,,Alpharetta,jobvite
Peloton Consulting Group,Business Consulting and Services,501-1000,Boston,jobvite
Equity Methods,Business Consulting and Services,51-200,Scottsdale,jobvite
Burlington Emergency & Veterinary Specialists,Veterinary Services,51-200,Williston,jobvite
Guiding Eyes for the Blind,Non-profit Organizations,51-200,Yorktown Heights,jobvite
Affinity Gaming,Hospitality,1001-5000,Las Vegas,jobvite
"KSM (Katz, Sapper & Miller)",Accounting,501-1000,Indianapolis,jobvite
Gunlocke,Furniture and Home Furnishings Manufacturing,501-1000,Wayland,jobvite
Pilchuck Veterinary Hospital,Veterinary Services,1001-5000,Austin,jobvite
EF High School Exchange Year,Education Administration Programs,"5001-10,000",Cambridge,jobvite
711 Materials Inc,Wholesale Building Materials,11-50,Stockton,jobvite
"Heard & Smith, LLP",Legal Services,51-200,San Antonio,jobvite
Ironside,IT Services and IT Consulting,51-200,Boston,jobvite
Sharp Community Medical Group,Hospitals and Health Care,"10,000+",San Diego,jobvite
UP Education Network,Education Administration Programs,201-500,Boston,jobvite
"Goodwill Industries of Dallas, Inc.",Non-profit Organizations,51-200,Dallas,jobvite
The Castlewood Senior Living,Hospitals and Health Care,11-50,Nixa,jobvite
"Hood Industries, Inc.",Paper and Forest Product Manufacturing,1001-5000,Hattiesburg,jobvite
"Behavioral Health Works, Inc.",Individual and Family Services,1001-5000,Anaheim,jobvite
InteriorWorx,Construction,51-200,Salt Lake City,jobvite
Coastal Pacific Food Distributors,Food and Beverage Services,201-500,Stockton,jobvite
Jacoby & Meyers Attorneys LLP,Law Practice,51-200,Los Angeles,jobvite
URBAN REMEDY,Food and Beverage Manufacturing,51-200,Richmond,jobvite
OpenMind,Broadcast Media Production and Distribution,"10,000+",New York,jobvite
Lowenstein Sandler LLP,Law Practice,501-1000,New York,jobvite
First Eagle Investments,Investment Management,501-1000,New York,jobvite
Global Music Rights,Musicians,51-200,Los Angeles,jobvite
Allsteel,Furniture and Home Furnishings Manufacturing,501-1000,Muscatine,jobvite
The Pet Hospitals,Pet Services,51-200,Collierville,jobvite
Carolina Cat,Machinery Manufacturing,201-500,Charlotte,jobvite
The Green Cities Company,Investment Management,11-50,Portland,jobvite
Blind Squirrel Games,Computer Games,51-200,Irvine,jobvite
Meridian Leasing,IT Services and IT Consulting,201-500,Deerfield,jobvite
Aloft Knoxville West,Hospitality,501-1000,Knoxville,jobvite
Remarque Systems,IT Services and IT Consulting,,RTP,jobvite
St. Matthews Animal Clinic,Veterinary Services,11-50,Louisville,jobvite
The Coleman Institute for Addiction Medicine,Mental Health Care,11-50,Richmond,jobvite
Northwest Animal Care,Veterinary Services,11-50,Everett,jobvite
Robinson Pipe Cleaning Company,Utilities,11-50,Pittsburgh,jobvite
Divede,Telecommunications Carriers,1-10,Columbus,jobvite
CrashPlan,Data Security Software Products,,Minneapolis ,jobvite
HighPoint Digital,Business Consulting and Services,201-500,Indianapolis,jobvite
Seven Hills Veterinary Hospital,Veterinary Services,11-50,Aurora,jobvite
Your Pet’s Wellness (Bucktown),Veterinary Services,1-10,Chicago,jobvite
US Composite Pipe LLC,,,Zachary,jobvite
Village Veterinary Medical Center,,1-10,Knoxville,jobvite
